Test,Objective,IterationReachBest,Direction
1,1292.0,0,0
2,1292.0,0,1
3,1292.0,0,0
4,1292.0,0,0
5,1292.0,0,0
6,1292.0,0,1
7,1292.0,0,1
8,1292.0,0,0
9,1292.0,0,1
10,1292.0,0,1
MinObj,1292.0
MaxObj,1292.0
MeanObj,1292.00
MinIter,0
MaxIter,0
MeanIter,0.00
Direction#0,5
Direction#1,5
