Test,Objective,IterationReachBest,Direction
1,861.0,92,1
2,860.0,62,0
3,865.0,38,1
4,857.0,26,0
5,861.0,63,0
6,876.0,65,1
7,894.0,13,0
8,876.0,12,0
9,861.0,25,0
10,882.0,50,0
MinObj,857.0
MaxObj,894.0
MeanObj,869.30
MinIter,12
MaxIter,92
MeanIter,44.60
Direction#0,7
Direction#1,3
