Test,Objective,IterationReachBest,Direction
1,951.0,15,1
2,951.0,3,1
3,951.0,16,1
4,951.0,4,0
5,951.0,10,1
6,951.0,8,1
7,951.0,6,1
8,951.0,7,0
9,951.0,2,1
10,951.0,5,0
MinObj,951.0
MaxObj,951.0
MeanObj,951.00
MinIter,2
MaxIter,16
MeanIter,7.60
Direction#0,3
Direction#1,7
