Test,Objective,IterationReachBest,Direction
1,958.0,1,0
2,958.0,1,0
3,958.0,1,1
4,958.0,0,0
5,958.0,1,0
6,958.0,1,0
7,958.0,0,0
8,958.0,0,0
9,958.0,0,0
10,958.0,1,0
MinObj,958.0
MaxObj,958.0
MeanObj,958.00
MinIter,0
MaxIter,1
MeanIter,0.60
Direction#0,9
Direction#1,1
