Test,Objective,IterationReachBest,Direction
1,793.0,41,1
2,785.0,153,0
3,804.0,18,1
4,797.0,81,1
5,797.0,21,0
6,793.0,73,1
7,803.0,6,0
8,797.0,44,1
9,788.0,65,1
10,797.0,128,1
MinObj,785.0
MaxObj,804.0
MeanObj,795.40
MinIter,6
MaxIter,153
MeanIter,63.00
Direction#0,3
Direction#1,7
