Test,Objective,IterationReachBest,Direction
1,871.0,51,0
2,884.0,69,0
3,869.0,106,1
4,882.0,22,1
5,870.0,61,1
6,885.0,111,1
7,876.0,55,1
8,900.0,15,1
9,882.0,39,0
10,877.0,96,0
MinObj,869.0
MaxObj,900.0
MeanObj,879.60
MinIter,15
MaxIter,111
MeanIter,62.50
Direction#0,4
Direction#1,6
