Test,Objective,IterationReachBest,Direction
1,1222.0,1,0
2,1222.0,1,1
3,1222.0,2,0
4,1222.0,0,0
5,1222.0,1,0
6,1222.0,2,1
7,1222.0,1,0
8,1222.0,0,0
9,1222.0,1,0
10,1222.0,1,1
MinObj,1222.0
MaxObj,1222.0
MeanObj,1222.00
MinIter,0
MaxIter,2
MeanIter,1.00
Direction#0,7
Direction#1,3
