Test,Objective,IterationReachBest,Direction
1,958.0,21,1
2,951.0,74,1
3,953.0,26,1
4,962.0,31,1
5,948.0,46,0
6,966.0,71,1
7,948.0,116,0
8,970.0,54,0
9,971.0,32,0
10,948.0,61,0
MinObj,948.0
MaxObj,971.0
MeanObj,957.50
MinIter,21
MaxIter,116
MeanIter,53.20
Direction#0,5
Direction#1,5
