Test,Objective,IterationReachBest,Direction
1,680.0,20,1
2,655.0,145,1
3,678.0,1,1
4,671.0,17,0
5,676.0,9,0
6,665.0,87,1
7,667.0,29,0
8,658.0,89,1
9,677.0,30,1
10,665.0,27,0
MinObj,655.0
MaxObj,680.0
MeanObj,669.20
MinIter,1
MaxIter,145
MeanIter,45.40
Direction#0,4
Direction#1,6
