Test,Objective,IterationReachBest,Direction
1,969.0,91,1
2,981.0,20,0
3,979.0,81,1
4,953.0,143,1
5,1015.0,38,1
6,1025.0,8,1
7,1003.0,51,0
8,943.0,152,0
9,959.0,108,0
10,959.0,180,1
MinObj,943.0
MaxObj,1025.0
MeanObj,978.60
MinIter,8
MaxIter,180
MeanIter,87.20
Direction#0,4
Direction#1,6
