Test,Objective,IterationReachBest,Direction
1,956.0,76,1
2,979.0,36,1
3,985.0,49,0
4,978.0,18,1
5,982.0,11,1
6,982.0,30,0
7,982.0,13,1
8,962.0,27,0
9,956.0,48,0
10,984.0,28,0
MinObj,956.0
MaxObj,985.0
MeanObj,974.60
MinIter,11
MaxIter,76
MeanIter,33.60
Direction#0,5
Direction#1,5
