Test,Objective,IterationReachBest,Direction
1,890.0,21,0
2,890.0,19,0
3,890.0,11,1
4,890.0,26,0
5,890.0,8,0
6,890.0,7,1
7,890.0,9,0
8,890.0,3,1
9,890.0,23,0
10,890.0,11,1
MinObj,890.0
MaxObj,890.0
MeanObj,890.00
MinIter,3
MaxIter,26
MeanIter,13.80
Direction#0,6
Direction#1,4
