Test,Objective,IterationReachBest,Direction
1,1274.0,26,0
2,1252.0,81,0
3,1260.0,43,0
4,1254.0,19,0
5,1258.0,99,1
6,1254.0,63,0
7,1281.0,69,0
8,1249.0,74,0
9,1259.0,91,0
10,1300.0,13,1
MinObj,1249.0
MaxObj,1300.0
MeanObj,1264.10
MinIter,13
MaxIter,99
MeanIter,57.80
Direction#0,8
Direction#1,2
