Test,Objective,IterationReachBest,Direction
1,718.0,131,0
2,724.0,66,1
3,729.0,59,0
4,727.0,84,0
5,751.0,10,0
6,715.0,234,0
7,714.0,123,0
8,705.0,227,1
9,702.0,164,1
10,738.0,55,1
MinObj,702.0
MaxObj,751.0
MeanObj,722.30
MinIter,10
MaxIter,234
MeanIter,115.30
Direction#0,6
Direction#1,4
