Test,Objective,IterationReachBest,Direction
1,611.0,64,1
2,598.0,17,0
3,607.0,10,0
4,597.0,47,0
5,607.0,6,1
6,598.0,52,1
7,601.0,24,1
8,590.0,69,1
9,598.0,46,1
10,607.0,7,0
MinObj,590.0
MaxObj,611.0
MeanObj,601.40
MinIter,6
MaxIter,69
MeanIter,34.20
Direction#0,4
Direction#1,6
