Test,Objective,IterationReachBest,Direction
1,629.0,22,0
2,626.0,19,1
3,630.0,20,0
4,618.0,11,1
5,635.0,12,0
6,616.0,50,1
7,633.0,25,1
8,619.0,42,0
9,621.0,60,1
10,618.0,18,1
MinObj,616.0
MaxObj,635.0
MeanObj,624.50
MinIter,11
MaxIter,60
MeanIter,27.90
Direction#0,4
Direction#1,6
