Test,Objective,IterationReachBest,Direction
1,9.0,0,1
2,9.0,0,1
3,9.0,0,1
4,9.0,0,0
5,9.0,0,1
6,9.0,0,1
7,9.0,0,0
8,9.0,0,0
9,9.0,0,0
10,9.0,0,0
MinObj,9.0
MaxObj,9.0
MeanObj,9.00
MinIter,0
MaxIter,0
MeanIter,0.00
Direction#0,5
Direction#1,5
