Test,Objective,IterationReachBest,Direction
1,863.0,5,0
2,863.0,4,1
3,863.0,9,0
4,863.0,10,0
5,863.0,7,1
6,863.0,19,0
7,863.0,15,1
8,863.0,18,1
9,863.0,20,1
10,863.0,6,0
MinObj,863.0
MaxObj,863.0
MeanObj,863.00
MinIter,4
MaxIter,20
MeanIter,11.30
Direction#0,5
Direction#1,5
