Test,Objective,IterationReachBest,Direction
1,1990.0,108,0
2,1992.0,153,0
3,1994.0,108,0
4,2036.0,46,0
5,2028.0,42,0
6,2008.0,112,0
7,1972.0,231,0
8,2005.0,131,0
9,1979.0,145,0
10,1986.0,105,0
MinObj,1972.0
MaxObj,2036.0
MeanObj,1999.00
MinIter,42
MaxIter,231
MeanIter,118.10
Direction#0,10
Direction#1,0
