Test,Objective,IterationReachBest,Direction
1,2577.0,128,0
2,2506.0,231,0
3,2521.0,91,0
4,2481.0,271,0
5,2488.0,239,0
6,2532.0,110,0
7,2498.0,107,0
8,2499.0,163,0
9,2546.0,136,0
10,2560.0,201,0
MinObj,2481.0
MaxObj,2577.0
MeanObj,2520.80
MinIter,91
MaxIter,271
MeanIter,167.70
Direction#0,10
Direction#1,0
