Test,Objective,IterationReachBest,Direction
1,1609.0,43,0
2,1619.0,36,0
3,1619.0,30,0
4,1603.0,90,0
5,1595.0,110,0
6,1584.0,143,0
7,1650.0,6,0
8,1597.0,90,0
9,1602.0,157,0
10,1665.0,9,0
MinObj,1584.0
MaxObj,1665.0
MeanObj,1614.30
MinIter,6
MaxIter,157
MeanIter,71.40
Direction#0,10
Direction#1,0
