Test,Objective,IterationReachBest,Direction
1,1245.0,99,0
2,1283.0,28,0
3,1253.0,79,0
4,1253.0,56,0
5,1273.0,42,0
6,1253.0,159,0
7,1245.0,198,0
8,1281.0,61,0
9,1247.0,87,0
10,1247.0,164,0
MinObj,1245.0
MaxObj,1283.0
MeanObj,1258.00
MinIter,28
MaxIter,198
MeanIter,97.30
Direction#0,10
Direction#1,0
