Test,Objective,IterationReachBest,Direction
1,2091.0,245,0
2,2134.0,164,0
3,2141.0,181,0
4,2050.0,318,0
5,2172.0,64,0
6,2150.0,72,0
7,2101.0,78,0
8,2068.0,266,0
9,2069.0,261,0
10,2092.0,207,0
MinObj,2050.0
MaxObj,2172.0
MeanObj,2106.80
MinIter,64
MaxIter,318
MeanIter,185.60
Direction#0,10
Direction#1,0
