Test,Objective,IterationReachBest,Direction
1,2069.0,18,0
2,1972.0,198,0
3,2050.0,83,0
4,2067.0,41,0
5,2038.0,63,0
6,2020.0,91,0
7,2069.0,68,0
8,2044.0,103,0
9,2065.0,99,0
10,2015.0,83,0
MinObj,1972.0
MaxObj,2069.0
MeanObj,2040.90
MinIter,18
MaxIter,198
MeanIter,84.70
Direction#0,10
Direction#1,0
