group,case,min.,max.,avg.,std.,1,2,3,4,5,6,7,8,9,10
GA_FSP,car1,7038.0,7038.0,7038.00,0.00,7038,7038,7038,7038,7038,7038,7038,7038,7038,7038
GA_FSP,car2,7166.0,7376.0,7187.00,63.00,7166,7166,7166,7166,7166,7166,7166,7166,7166,7376
GA_FSP,car3,7312.0,7399.0,7352.20,41.27,7399,7366,7312,7399,7312,7399,7312,7399,7312,7312
GA_FSP,car4,8003.0,8003.0,8003.00,0.00,8003,8003,8003,8003,8003,8003,8003,8003,8003,8003
GA_FSP,car5,7720.0,7821.0,7740.20,40.40,7720,7720,7720,7720,7821,7720,7720,7720,7720,7821
GA_FSP,car6,8505.0,8570.0,8531.00,31.84,8505,8505,8505,8570,8570,8505,8505,8570,8570,8505
GA_FSP,car7,6590.0,6643.0,6595.30,15.90,6590,6590,6590,6590,6590,6590,6590,6643,6590,6590
GA_FSP,car8,8366.0,8366.0,8366.00,0.00,8366,8366,8366,8366,8366,8366,8366,8366,8366,8366
