Test,Objective,IterationReachBest,Direction
1,2142.0,153,0
2,2103.0,128,0
3,2097.0,200,0
4,2083.0,234,0
5,2112.0,127,0
6,2136.0,107,0
7,2209.0,85,0
8,2192.0,79,0
9,2098.0,248,0
10,2130.0,121,0
MinObj,2083.0
MaxObj,2209.0
MeanObj,2130.20
MinIter,79
MaxIter,248
MeanIter,148.20
Direction#0,10
Direction#1,0
