Test,Objective,IterationReachBest,Direction
1,1507.0,58,0
2,1494.0,40,0
3,1557.0,57,0
4,1473.0,100,0
5,1469.0,92,0
6,1531.0,64,0
7,1476.0,151,0
8,1474.0,107,0
9,1488.0,59,0
10,1504.0,145,0
MinObj,1469.0
MaxObj,1557.0
MeanObj,1497.30
MinIter,40
MaxIter,151
MeanIter,87.30
Direction#0,10
Direction#1,0
