Test,Objective,IterationReachBest,Direction
1,7399.0,35,0
2,7366.0,33,0
3,7312.0,51,0
4,7399.0,20,0
5,7312.0,54,0
6,7399.0,23,0
7,7312.0,29,0
8,7399.0,9,0
9,7312.0,70,0
10,7312.0,61,0
MinObj,7312.0
MaxObj,7399.0
MeanObj,7352.20
MinIter,9
MaxIter,70
MeanIter,38.50
Direction#0,10
Direction#1,0
