Test,Objective,IterationReachBest,Direction
1,1305.0,57,0
2,1310.0,103,0
3,1331.0,7,0
4,1291.0,55,0
5,1349.0,23,0
6,1311.0,80,0
7,1254.0,142,0
8,1295.0,71,0
9,1300.0,48,0
10,1280.0,63,0
MinObj,1254.0
MaxObj,1349.0
MeanObj,1302.60
MinIter,7
MaxIter,142
MeanIter,64.90
Direction#0,10
Direction#1,0
