Test,Objective,IterationReachBest,Direction
1,7720.0,15,0
2,7720.0,22,0
3,7720.0,21,0
4,7720.0,12,0
5,7821.0,10,0
6,7720.0,45,0
7,7720.0,34,0
8,7720.0,19,0
9,7720.0,44,0
10,7821.0,5,0
MinObj,7720.0
MaxObj,7821.0
MeanObj,7740.20
MinIter,5
MaxIter,45
MeanIter,22.70
Direction#0,10
Direction#1,0
