Test,Objective,IterationReachBest,Direction
1,2730.0,111,0
2,2651.0,273,0
3,2692.0,80,0
4,2799.0,40,0
5,2741.0,84,0
6,2637.0,130,0
7,2634.0,371,0
8,2691.0,97,0
9,2688.0,116,0
10,2745.0,73,0
MinObj,2634.0
MaxObj,2799.0
MeanObj,2700.80
MinIter,40
MaxIter,371
MeanIter,137.50
Direction#0,10
Direction#1,0
