Test,Objective,IterationReachBest,Direction
1,7166.0,24,0
2,7166.0,15,0
3,7166.0,15,0
4,7166.0,28,0
5,7166.0,15,0
6,7166.0,25,0
7,7166.0,27,0
8,7166.0,26,0
9,7166.0,27,0
10,7376.0,13,0
MinObj,7166.0
MaxObj,7376.0
MeanObj,7187.00
MinIter,13
MaxIter,28
MeanIter,21.50
Direction#0,10
Direction#1,0
